index,date,open,high,low,close,volume
1,2017-08-16,42667410863718.766,44909275184681.27,42059260987182.38,42903702221740.81,7961320441231.656
2,2017-08-17,42903702221740.81,43769169382224.93,39436326789680.95,41134420616822.39,12013696075223.2
3,2017-08-18,41134420616822.39,41898562839036.04,38547530863765.0,41450910863732.414,3817805157895.4326
4,2017-08-19,41260676295833.31,42162788641502.21,40375985431645.72,40913348024232.28,4676596677009.254
5,2017-08-20,40741536172382.36,41247059505710.016,39166193703264.23,40209580246462.4,6925970637700.063
6,2017-08-21,40209580246462.4,41098876789662.3,34041975308260.0,40449876542756.0,9678782960854.36
7,2017-08-22,40449876542756.0,42710664197051.62,40188454197079.92,41190890246451.39,10023725360566.54
8,2017-08-23,41521197530398.3,43770771357533.555,40900532221763.29,43213384073589.19,7883908749084.377
9,2017-08-24,43213384073589.19,44594086542709.49,42527238024214.164,42859647900753.66,5743209038700.989
10,2017-08-25,42859948271124.016,43723913579756.3,42176105061255.15,43427948641488.01,2283896828962.0273
11,2017-08-26,43378587777291.04,44054320987160.0,42908307900753.1,43153309999515.79,3511255388047.021
12,2017-08-27,43153309999515.79,44052518764937.8,41296320246450.2,43921056666173.836,6045870994697.594
13,2017-08-28,43590248764942.98,46315609258739.57,43188753703219.09,45931435555040.164,6042901453117.379
14,2017-08-29,45701552098252.63,46532476666144.54,44214618641479.19,45607636295784.55,8094668805847.442
15,2017-08-30,45607636295784.55,47512785431565.64,45607636295784.55,47307231974777.82,5576444029838.663
16,2017-08-31,46956799876016.32,48915815431549.9,46606267653798.03,48408790246370.4,5613585466924.666
17,2017-09-01,48020811851313.02,49452877653766.086,42921624320506.04,44776611604435.84,9302956920204.256
18,2017-09-02,45140660493320.65,47205806913050.56,43036365801986.234,45146467653814.41,6920695513230.986
19,2017-09-03,45105617283444.5,45330794937762.96,39774143332887.04,41051718641514.67,13963663974584.059
20,2017-09-04,41120403332871.94,44905270246409.71,36074481481076.695,43718607036546.484,12304553645874.28
21,2017-09-05,43718807283460.055,46686266295772.44,43406121727908.016,46254734197011.86,8083604713316.704
22,2017-09-06,46254734197011.86,47945018394523.75,44436692468637.19,46974021110584.02,5010477897783.285
23,2017-09-07,46974521727867.97,47412361604406.27,40339039876090.57,42880874073592.92,11336528917230.82
24,2017-09-08,42880874073592.92,44320849629132.31,41551835308175.734,42640677900756.11,6595962642790.187
25,2017-09-09,42640677900756.11,42882876542728.695,38056925925498.9,41354692221758.19,6611885506407.291
26,2017-09-10,41587479258792.62,43397811480994.53,41039703826699.99,42136656419280.28,7008532490230.001
27,2017-09-11,42137958024218.54,44000154197037.15,40457886419299.12,41688603950149.51,8807162823469.078
28,2017-09-12,41648554567433.91,41705224443976.484,37646419752664.0,39495599876100.04,9145902765267.746
29,2017-09-13,39488691357581.6,39979296295847.695,31690375678656.758,31929570616925.676,16670771251331.46
30,2017-09-14,31919458147789.99,38607604937838.4,28204777777461.3,37045679011930.0,19712971913507.203
